تصویر بورد را اینجا رها کنید (Drag & Drop),نتیجه بازرسی (محل خطا با قرمز مشخص می‌شود),وضعیت نهایی,timestamp
.gradio\flagged\تصویر بورد را اینجا رها کنید (Drag & Drop)\3aa8c6183e6a29cc722d\095.JPG,.gradio\flagged\نتیجه بازرسی (محل خطا با قرمز مشخص می‌شود)\53425ca320036e549991\image.webp,❌ خراب (Anomaly Detected!),2026-06-16 09:50:01.452298
